Date,County,Crop,Yield_Tons,Rainfall_mm,Temperature_C,Price_KSH_per_kg,Area_Planted_Hectares,Fertilizer_Used_kg
2020-09-30,Meru,Potatoes,4761.5,20.9,24.8,75.6,4122.5,936.5
2020-09-30,Kiambu,Maize,4767.0,22.1,19.2,51.9,3175.0,912.8
2020-09-30,Kiambu,Wheat,2625.8,42.3,22.9,38.7,2402.8,1564.4
2020-09-30,Kiambu,Rice,3748.3,44.0,19.0,56.0,2157.9,1420.4
2020-09-30,Kiambu,Beans,4420.1,54.6,23.8,82.3,4688.2,767.1
2020-09-30,Kiambu,Potatoes,4576.0,55.2,21.1,47.7,4974.6,512.1
2020-09-30,Machakos,Maize,1784.7,30.8,26.0,59.5,1509.0,1956.6
2020-09-30,Machakos,Wheat,5161.9,41.3,24.2,65.6,3502.5,679.7
2020-09-30,Machakos,Rice,2566.6,33.8,24.7,85.8,3740.1,643.0
2020-09-30,Machakos,Beans,5474.0,52.1,20.6,90.1,4141.1,1559.0
2020-09-30,Machakos,Potatoes,2571.2,27.3,21.0,66.8,1603.8,1864.3
2020-10-31,Nakuru,Maize,7780.5,75.2,23.7,24.4,2009.8,846.4
2020-10-31,Nakuru,Wheat,9876.5,107.1,21.1,55.4,2639.5,1821.9
2020-10-31,Nakuru,Rice,3036.9,93.2,21.2,48.2,4268.2,1215.6
2020-10-31,Nakuru,Beans,7498.5,78.7,29.1,38.4,1541.5,1797.6
2020-10-31,Nakuru,Potatoes,7250.8,91.4,19.4,53.4,4368.8,1150.9
2020-10-31,Uasin Gishu,Maize,5877.3,68.0,20.7,46.3,4035.9,534.0
2020-10-31,Uasin Gishu,Wheat,4965.8,99.1,14.9,35.7,2219.2,1733.5
2020-10-31,Uasin Gishu,Rice,8738.3,63.6,20.8,63.2,3128.3,1603.5
2020-10-31,Uasin Gishu,Beans,6412.3,92.8,28.0,28.6,2969.5,944.9
2020-10-31,Uasin Gishu,Potatoes,9384.6,54.3,20.9,30.1,2927.8,1532.4
2020-10-31,Trans Nzoia,Maize,7363.7,108.9,23.8,15.4,1573.7,1657.9
2020-10-31,Trans Nzoia,Wheat,6886.0,81.7,19.0,60.9,4822.0,1829.6
2020-10-31,Trans Nzoia,Rice,8198.8,89.1,17.5,54.6,2246.9,1820.6
2020-10-31,Trans Nzoia,Beans,7295.4,65.9,27.6,27.0,1807.5,1475.5
2020-10-31,Trans Nzoia,Potatoes,8374.1,88.0,20.1,32.9,3514.1,1754.0
2020-10-31,Meru,Maize,7047.0,52.7,23.7,58.3,3519.5,887.5
2020-10-31,Meru,Wheat,3609.6,67.4,15.8,58.2,4443.2,1836.8
2020-10-31,Meru,Rice,5237.7,87.7,28.1,34.8,3396.7,1595.7
2020-10-31,Meru,Beans,6956.1,132.9,27.0,24.4,3562.4,1725.2
2020-10-31,Meru,Potatoes,8651.1,80.6,21.1,26.6,3936.7,1123.9
2020-10-31,Kiambu,Maize,7313.5,112.8,23.9,42.1,4678.8,800.7
2020-10-31,Kiambu,Wheat,6229.4,62.8,16.8,52.0,1396.2,876.1
2020-10-31,Kiambu,Rice,6288.4,71.5,20.1,12.8,4073.4,1885.5
2020-10-31,Kiambu,Beans,9847.8,90.7,23.0,56.4,2691.2,1797.0
2020-10-31,Kiambu,Potatoes,9027.7,64.3,25.4,24.1,2129.9,1871.5
2020-10-31,Machakos,Maize,3177.6,105.9,18.0,60.0,2110.4,1374.4
2020-10-31,Machakos,Wheat,8435.9,68.0,20.4,46.7,3518.4,1837.7
2020-10-31,Machakos,Rice,9131.9,110.0,25.0,60.7,3751.5,531.2
2020-10-31,Machakos,Beans,4892.5,87.4,19.0,62.1,4652.3,1917.1
2020-10-31,Machakos,Potatoes,8784.1,96.9,21.3,50.7,4108.4,1265.5
2020-11-30,Nakuru,Maize,3061.6,87.8,22.4,48.6,4410.4,1920.8
2020-11-30,Nakuru,Wheat,9006.7,79.0,16.6,28.9,1988.5,1549.9
2020-11-30,Nakuru,Rice,2345.7,41.4,19.9,23.7,4747.3,1704.0
2020-11-30,Nakuru,Beans,6134.9,90.6,19.2,38.0,2281.2,1022.6
2020-11-30,Nakuru,Potatoes,9113.1,117.0,21.7,39.1,4892.9,646.3
2020-11-30,Uasin Gishu,Maize,4374.0,105.9,23.6,53.6,2492.0,1868.4
2020-11-30,Uasin Gishu,Wheat,6511.1,63.4,24.5,27.6,3364.9,1544.5
2020-11-30,Uasin Gishu,Rice,8474.9,57.4,18.8,56.1,3171.3,1985.2
2020-11-30,Uasin Gishu,Beans,9385.3,100.1,19.7,52.1,4796.4,1579.0
2020-11-30,Uasin Gishu,Potatoes,5918.8,75.5,21.0,45.4,1866.5,717.8
2020-11-30,Trans Nzoia,Maize,6280.1,94.1,21.0,50.7,1105.2,1555.5
2020-11-30,Trans Nzoia,Wheat,8277.2,96.8,21.2,56.7,2811.4,554.9
2020-11-30,Trans Nzoia,Rice,3940.7,79.7,21.4,28.1,3730.0,1449.3
2020-11-30,Trans Nzoia,Beans,5206.0,82.2,24.8,40.2,1725.2,783.2
2020-11-30,Trans Nzoia,Potatoes,8784.7,94.7,23.9,44.4,3024.1,1208.5
2020-11-30,Meru,Maize,5205.9,76.8,23.1,52.4,1720.0,1879.0
2020-11-30,Meru,Wheat,5611.4,80.5,23.7,45.9,4778.8,837.3
2020-11-30,Meru,Rice,2491.8,76.7,24.8,21.6,3226.5,523.3
2020-11-30,Meru,Beans,8702.2,89.9,22.9,48.2,4011.1,1471.4
2020-11-30,Meru,Potatoes,5926.9,113.3,21.5,49.5,4888.8,1593.7
2020-11-30,Kiambu,Maize,9258.9,75.0,20.5,34.4,3731.8,1982.6
2020-11-30,Kiambu,Wheat,7967.9,58.4,22.9,40.1,3743.7,1153.7
2020-11-30,Kiambu,Rice,4169.5,89.9,16.4,22.3,1918.3,537.9
2020-11-30,Kiambu,Beans,8945.6,74.0,23.0,56.6,3068.3,1816.2
2020-11-30,Kiambu,Potatoes,7574.1,68.3,26.4,52.7,4735.2,1738.2
2020-11-30,Machakos,Maize,5943.9,103.8,25.7,41.8,4441.7,750.2
2020-11-30,Machakos,Wheat,3953.0,81.1,19.2,28.6,3657.7,1503.3
2020-11-30,Machakos,Rice,4244.5,76.2,23.7,50.5,1829.8,1214.5
2020-11-30,Machakos,Beans,6636.2,52.3,14.6,28.1,1843.4,1681.6
2020-11-30,Machakos,Potatoes,6154.9,100.2,31.9,48.1,4459.5,1240.5
2020-12-31,Nakuru,Maize,8038.6,57.8,22.8,28.6,2635.0,1732.1
2020-12-31,Nakuru,Wheat,4288.7,52.2,25.0,49.3,4520.1,942.4
2020-12-31,Nakuru,Rice,4642.9,70.5,18.0,14.1,2477.6,747.7
2020-12-31,Nakuru,Beans,3220.7,88.8,22.7,29.8,4019.4,1652.7
2020-12-31,Nakuru,Potatoes,9102.2,78.1,17.9,56.4,3167.0,1332.4
2020-12-31,Uasin Gishu,Maize,8293.9,103.1,16.5,41.0,4287.0,1601.5
2020-12-31,Uasin Gishu,Wheat,8893.9,53.2,21.9,51.3,2666.3,1180.8
2020-12-31,Uasin Gishu,Rice,2755.9,79.1,24.3,56.7,1481.4,1277.6
2020-12-31,Uasin Gishu,Beans,7976.6,92.6,24.7,53.2,1538.6,526.9
2020-12-31,Uasin Gishu,Potatoes,4628.0,86.7,25.5,34.1,2637.7,1952.8
2020-12-31,Trans Nzoia,Maize,9428.0,48.0,23.2,24.8,4079.6,1679.2
2020-12-31,Trans Nzoia,Wheat,5721.5,62.5,20.4,30.5,2755.2,1927.8
2020-12-31,Trans Nzoia,Rice,6516.4,65.9,24.4,28.6,1429.4,1251.5
2020-12-31,Trans Nzoia,Beans,5497.3,50.1,21.0,39.7,4322.2,977.3
2020-12-31,Trans Nzoia,Potatoes,8596.3,157.7,20.7,41.5,4156.3,1002.3
2020-12-31,Meru,Maize,9442.8,84.3,23.5,38.5,1887.5,1785.1
2020-12-31,Meru,Wheat,3911.5,67.9,27.4,26.5,1829.4,1267.5
2020-12-31,Meru,Rice,9400.0,105.1,22.6,33.8,3297.7,1758.8
2020-12-31,Meru,Beans,7947.7,88.9,19.8,37.7,4271.1,1016.9
2020-12-31,Meru,Potatoes,4790.2,91.9,22.0,56.6,2764.9,1762.1
2020-12-31,Kiambu,Maize,6918.8,35.6,22.6,38.4,2461.0,632.7
2020-12-31,Kiambu,Wheat,8023.7,95.4,22.9,38.6,4564.0,1215.2
2020-12-31,Kiambu,Rice,7767.0,100.7,22.0,40.3,1746.3,676.0
2020-12-31,Kiambu,Beans,5142.6,79.7,25.3,35.2,3747.8,880.7
2020-12-31,Kiambu,Potatoes,6697.0,90.9,23.5,43.5,3391.1,799.0
2020-12-31,Machakos,Maize,8741.5,94.8,17.1,62.9,3442.3,1526.1
2020-12-31,Machakos,Wheat,9295.6,79.3,19.0,67.9,2781.5,977.4
2020-12-31,Machakos,Rice,4309.6,85.3,26.9,69.9,1169.7,1050.8
2020-12-31,Machakos,Beans,8910.7,71.7,23.3,55.2,3204.1,953.2
2020-12-31,Machakos,Potatoes,7194.9,34.1,24.1,25.0,1991.3,792.7
2021-01-31,Nakuru,Maize,4225.9,26.1,18.2,56.8,2806.2,1006.7
2021-01-31,Nakuru,Wheat,4644.6,8.8,28.1,76.9,1776.0,1635.6
2021-01-31,Nakuru,Rice,4882.9,63.6,24.7,52.0,1071.5,1803.0
2021-01-31,Nakuru,Beans,3596.2,47.2,16.7,74.1,3080.0,947.1
2021-01-31,Nakuru,Potatoes,4723.9,26.3,21.9,73.5,4162.1,1181.8
2021-01-31,Uasin Gishu,Maize,3914.8,67.4,18.5,78.3,3837.0,536.4
2021-01-31,Uasin Gishu,Wheat,6186.4,57.1,21.8,42.1,4068.9,1687.1
2021-01-31,Uasin Gishu,Rice,6599.7,40.4,21.2,59.1,3993.6,1820.4
2021-01-31,Uasin Gishu,Beans,1824.4,47.7,19.4,45.3,3822.8,536.5
2021-01-31,Uasin Gishu,Potatoes,3316.8,41.7,20.8,62.3,3255.7,994.7
2021-01-31,Trans Nzoia,Maize,2512.2,23.4,17.1,65.4,4830.6,941.2
2021-01-31,Trans Nzoia,Wheat,3225.6,41.9,24.1,40.5,1052.8,1911.8
2021-01-31,Trans Nzoia,Rice,6139.5,21.1,29.8,90.8,4240.2,1988.8
2021-01-31,Trans Nzoia,Beans,4353.6,54.1,17.3,86.6,3290.4,1519.8
2021-01-31,Trans Nzoia,Potatoes,4731.8,40.0,23.9,46.7,3435.2,506.8
2021-01-31,Meru,Maize,4551.0,35.1,21.7,77.8,4204.5,1387.6
2021-01-31,Meru,Wheat,2063.1,23.3,23.2,60.9,1184.7,984.6
2021-01-31,Meru,Rice,5962.9,78.4,24.9,80.0,4979.1,1707.9
2021-01-31,Meru,Beans,4137.4,26.9,29.5,69.3,4540.3,1555.2
2021-01-31,Meru,Potatoes,2941.9,28.6,21.4,44.9,2101.8,1345.1
2021-01-31,Kiambu,Maize,2697.5,63.3,21.3,41.1,4182.9,1370.4
2021-01-31,Kiambu,Wheat,5180.0,6.9,20.7,45.8,1873.9,1612.7
2021-01-31,Kiambu,Rice,1796.1,14.6,24.9,35.1,1851.1,984.6
2021-01-31,Kiambu,Beans,4662.6,53.4,18.6,91.6,1489.3,732.0
2021-01-31,Kiambu,Potatoes,5893.7,41.7,21.9,59.2,1754.2,1132.7
2021-01-31,Machakos,Maize,4087.1,15.2,21.8,81.4,1343.4,973.0
2021-01-31,Machakos,Wheat,5079.2,46.7,24.4,47.1,1019.1,837.8
2021-01-31,Machakos,Rice,5654.6,29.4,22.5,89.5,4285.3,1784.3
2021-01-31,Machakos,Beans,2226.3,23.5,17.5,35.0,3294.4,1491.8
2021-01-31,Machakos,Potatoes,4277.4,56.3,19.9,67.2,1029.2,752.2
2021-02-28,Nakuru,Maize,4926.1,34.5,22.9,41.2,1241.9,804.0
2021-02-28,Nakuru,Wheat,6186.3,51.4,19.2,84.1,4122.0,1527.9
2021-02-28,Nakuru,Rice,3245.8,40.3,22.7,48.2,3825.1,1833.6
2021-02-28,Nakuru,Beans,4789.3,54.7,30.3,55.1,3137.7,507.3
2021-02-28,Nakuru,Potatoes,5757.3,36.8,23.1,86.7,2875.3,1331.2
2021-02-28,Uasin Gishu,Maize,5130.7,31.1,24.6,57.8,2174.1,1540.3
2021-02-28,Uasin Gishu,Wheat,5094.0,60.1,25.6,70.4,4002.7,625.4
2021-02-28,Uasin Gishu,Rice,2572.3,32.8,22.0,85.7,1467.4,1871.6
2021-02-28,Uasin Gishu,Beans,2616.6,43.7,27.4,58.0,4267.4,530.5
2021-02-28,Uasin Gishu,Potatoes,4913.7,43.9,21.6,87.4,4517.7,1635.1
2021-02-28,Trans Nzoia,Maize,5922.0,46.9,23.6,38.1,1514.3,802.8
2021-02-28,Trans Nzoia,Wheat,3875.1,60.1,24.5,44.0,4259.5,1019.6
2021-02-28,Trans Nzoia,Rice,4239.3,23.2,19.3,93.9,1643.7,1104.1
2021-02-28,Trans Nzoia,Beans,4833.6,59.5,25.0,62.8,2649.6,576.0
2021-02-28,Trans Nzoia,Potatoes,6649.8,45.8,24.0,43.3,4269.0,673.4
2021-02-28,Meru,Maize,4376.4,51.6,22.0,36.4,2643.3,1506.4
2021-02-28,Meru,Wheat,5596.8,41.1,27.0,75.6,1625.4,1178.3
2021-02-28,Meru,Rice,5533.2,12.4,21.4,86.6,2948.1,673.1
2021-02-28,Meru,Beans,5586.3,18.3,25.5,64.6,2199.2,1340.1
2021-02-28,Meru,Potatoes,3647.8,26.6,17.7,71.0,1813.8,1153.4
2021-02-28,Kiambu,Maize,1860.8,39.8,24.0,68.1,1114.4,696.6
2021-02-28,Kiambu,Wheat,3014.0,35.0,25.0,60.9,4660.6,1272.0
2021-02-28,Kiambu,Rice,3420.7,41.7,21.9,53.9,2384.0,1411.2
2021-02-28,Kiambu,Beans,3754.0,74.8,30.1,53.4,1343.4,1079.9
2021-02-28,Kiambu,Potatoes,2278.3,42.4,22.2,33.1,1509.9,1175.0
2021-02-28,Machakos,Maize,2597.3,28.2,21.3,65.4,3363.5,1005.4
2021-02-28,Machakos,Wheat,6755.6,68.7,21.3,99.7,2406.6,1606.8
2021-02-28,Machakos,Rice,4702.5,44.9,20.2,73.4,2249.5,1687.6
2021-02-28,Machakos,Beans,1986.8,57.0,24.5,83.7,2790.9,1604.8
2021-02-28,Machakos,Potatoes,1503.8,55.7,19.6,65.5,4941.2,1210.4
2021-03-31,Nakuru,Maize,4753.8,139.7,19.6,33.3,1921.4,941.8
2021-03-31,Nakuru,Wheat,10668.4,123.6,19.6,17.9,3521.8,1663.7
2021-03-31,Nakuru,Rice,11081.5,113.2,23.3,38.6,3723.3,1298.3
2021-03-31,Nakuru,Beans,3304.5,154.3,21.4,30.6,2956.0,1268.5
2021-03-31,Nakuru,Potatoes,10675.1,129.9,22.5,25.9,4655.8,1376.8
2021-03-31,Uasin Gishu,Maize,8324.8,161.6,25.0,22.0,4063.5,898.7
2021-03-31,Uasin Gishu,Wheat,9341.0,113.3,20.3,28.6,4150.3,699.2
2021-03-31,Uasin Gishu,Rice,9472.8,84.6,30.3,28.8,2078.6,907.5
2021-03-31,Uasin Gishu,Beans,6688.5,114.6,20.7,16.9,4257.4,522.9
2021-03-31,Uasin Gishu,Potatoes,11470.0,87.9,23.4,26.3,4726.2,712.9
2021-03-31,Trans Nzoia,Maize,4984.4,122.7,23.5,31.2,2591.5,1369.0
2021-03-31,Trans Nzoia,Wheat,5127.6,126.2,24.4,27.1,4486.3,1277.2
2021-03-31,Trans Nzoia,Rice,10369.4,160.5,23.6,32.1,1824.4,1192.0
2021-03-31,Trans Nzoia,Beans,4232.8,98.1,22.7,17.6,4560.4,682.3
2021-03-31,Trans Nzoia,Potatoes,3570.1,122.8,24.1,31.9,1349.3,1715.1
2021-03-31,Meru,Maize,10883.3,112.0,22.3,29.8,2209.6,1625.6
2021-03-31,Meru,Wheat,9990.4,136.3,22.3,38.1,1232.2,585.5
2021-03-31,Meru,Rice,5108.3,147.9,20.1,28.9,1422.6,537.2
2021-03-31,Meru,Beans,4567.7,161.6,27.2,14.3,3418.8,720.2
2021-03-31,Meru,Potatoes,11534.7,118.4,22.7,16.9,4063.3,1453.9
2021-03-31,Kiambu,Maize,5804.8,105.4,18.0,26.1,2630.1,1477.3
2021-03-31,Kiambu,Wheat,9776.4,152.3,21.9,22.4,2175.1,1254.7
2021-03-31,Kiambu,Rice,11670.2,119.6,27.4,25.5,3319.7,987.3
2021-03-31,Kiambu,Beans,6220.4,96.1,23.5,20.8,3467.9,1550.8
2021-03-31,Kiambu,Potatoes,11208.6,150.5,16.7,39.2,1585.0,883.9
2021-03-31,Machakos,Maize,3447.8,92.1,18.3,23.2,3539.0,1704.1
2021-03-31,Machakos,Wheat,4365.6,87.3,23.3,30.7,1729.2,1116.5
2021-03-31,Machakos,Rice,5702.6,121.0,21.8,20.7,4918.9,809.3
2021-03-31,Machakos,Beans,5209.9,151.9,24.3,36.2,4256.5,766.5
2021-03-31,Machakos,Potatoes,5251.1,150.0,22.2,40.0,4240.5,1903.0
2021-04-30,Nakuru,Maize,9362.6,63.9,22.2,22.9,2113.5,1078.8
2021-04-30,Nakuru,Wheat,4816.4,99.3,19.5,15.4,2872.8,1512.0
2021-04-30,Nakuru,Rice,8948.9,103.5,18.5,41.0,2817.4,858.1
2021-04-30,Nakuru,Beans,7078.5,120.4,22.2,12.6,1315.8,1101.2
2021-04-30,Nakuru,Potatoes,5971.7,175.3,25.8,29.7,3317.7,838.5
2021-04-30,Uasin Gishu,Maize,5639.8,126.2,31.1,18.3,4282.2,1094.3
2021-04-30,Uasin Gishu,Wheat,8208.2,126.8,19.2,26.7,3438.4,1731.6
2021-04-30,Uasin Gishu,Rice,7365.4,149.8,26.7,36.4,4905.7,1978.3
2021-04-30,Uasin Gishu,Beans,3517.4,115.9,20.7,14.8,2281.9,660.0
2021-04-30,Uasin Gishu,Potatoes,4853.3,118.9,22.3,27.0,3861.1,1056.4
2021-04-30,Trans Nzoia,Maize,9015.1,144.0,21.6,48.2,3394.9,1426.9
2021-04-30,Trans Nzoia,Wheat,4656.1,118.6,19.8,38.3,2442.4,1255.0
2021-04-30,Trans Nzoia,Rice,6675.2,151.9,19.1,14.6,2712.2,1323.0
2021-04-30,Trans Nzoia,Beans,5186.0,115.9,21.2,35.2,4562.4,1296.5
2021-04-30,Trans Nzoia,Potatoes,8048.5,92.3,25.0,35.9,3170.6,1389.0
2021-04-30,Meru,Maize,7159.9,109.7,16.9,40.7,2021.6,1356.9
2021-04-30,Meru,Wheat,9933.1,155.5,22.0,20.9,2197.6,550.7
2021-04-30,Meru,Rice,10817.9,125.8,25.1,22.2,1387.1,1804.3
2021-04-30,Meru,Beans,6544.6,181.5,18.9,19.5,4273.7,624.9
2021-04-30,Meru,Potatoes,10330.9,121.9,23.5,29.7,1399.8,930.8
2021-04-30,Kiambu,Maize,9758.4,72.4,24.4,30.5,2445.2,1677.5
2021-04-30,Kiambu,Wheat,10481.1,63.0,19.5,12.7,3879.4,1565.8
2021-04-30,Kiambu,Rice,6792.2,127.5,23.3,36.4,2751.8,1705.9
2021-04-30,Kiambu,Beans,7362.8,112.2,28.8,33.9,1341.0,1963.5
2021-04-30,Kiambu,Potatoes,11606.5,144.4,16.7,19.9,1457.4,1417.7
2021-04-30,Machakos,Maize,9007.3,168.5,16.2,20.5,4074.8,902.6
2021-04-30,Machakos,Wheat,5166.7,124.1,21.6,34.5,2612.9,1503.9
2021-04-30,Machakos,Rice,11074.6,71.9,21.4,16.0,4054.7,648.1
2021-04-30,Machakos,Beans,11892.1,56.7,25.7,22.3,3381.0,1465.0
2021-04-30,Machakos,Potatoes,9438.7,128.0,22.7,18.0,3605.4,1098.5
2021-05-31,Nakuru,Maize,10596.2,190.7,18.4,21.2,1991.6,1120.9
2021-05-31,Nakuru,Wheat,11415.6,106.9,20.0,42.2,3111.1,1128.6
2021-05-31,Nakuru,Rice,6146.0,124.3,23.3,26.9,2640.9,1553.4
2021-05-31,Nakuru,Beans,9635.6,170.2,18.2,33.4,4768.8,1454.0
2021-05-31,Nakuru,Potatoes,10461.2,135.7,19.3,33.9,2878.9,537.7
2021-05-31,Uasin Gishu,Maize,9487.2,137.8,21.9,28.0,3109.2,1834.6
2021-05-31,Uasin Gishu,Wheat,6727.0,112.8,21.0,29.5,2306.5,975.6
2021-05-31,Uasin Gishu,Rice,7081.7,168.0,19.4,27.9,3989.3,1730.5
2021-05-31,Uasin Gishu,Beans,3192.9,155.3,19.8,27.9,4775.1,778.5
2021-05-31,Uasin Gishu,Potatoes,3404.8,104.5,24.3,37.8,1470.4,1856.5
2021-05-31,Trans Nzoia,Maize,11268.1,100.5,15.2,32.6,4988.5,1598.1
2021-05-31,Trans Nzoia,Wheat,3732.2,115.3,28.4,36.5,1480.7,1481.3
2021-05-31,Trans Nzoia,Rice,11296.2,148.9,21.8,27.1,4764.8,1313.4
2021-05-31,Trans Nzoia,Beans,6281.9,113.6,21.1,19.6,1766.2,1855.4
2021-05-31,Trans Nzoia,Potatoes,3820.1,104.5,22.3,11.8,3919.3,602.6
2021-05-31,Meru,Maize,11459.8,125.0,27.6,17.5,1775.4,1954.6
2021-05-31,Meru,Wheat,9550.0,120.1,20.9,37.3,2396.8,527.0
2021-05-31,Meru,Rice,5745.6,98.2,22.6,35.8,4397.3,1099.4
2021-05-31,Meru,Beans,9738.7,168.3,15.4,23.2,1555.3,1541.8
2021-05-31,Meru,Potatoes,4652.6,128.9,22.0,21.8,3861.8,543.3
2021-05-31,Kiambu,Maize,4545.9,149.4,23.0,28.8,1299.5,1900.2
2021-05-31,Kiambu,Wheat,5842.4,86.2,25.4,26.6,1018.5,1657.0
2021-05-31,Kiambu,Rice,3109.9,121.7,29.8,24.5,4754.7,1748.2
2021-05-31,Kiambu,Beans,6957.7,85.1,16.6,21.9,1210.3,1729.0
2021-05-31,Kiambu,Potatoes,8553.1,144.0,21.8,40.0,3184.9,1067.0
2021-05-31,Machakos,Maize,4665.2,61.1,21.1,27.0,1965.5,1899.5
2021-05-31,Machakos,Wheat,5822.5,143.8,18.4,33.1,3981.0,806.0
2021-05-31,Machakos,Rice,11003.4,128.5,21.6,22.0,3908.7,1131.3
2021-05-31,Machakos,Beans,7521.0,105.2,17.1,10.0,3443.6,664.6
2021-05-31,Machakos,Potatoes,5002.0,78.7,21.1,35.6,2942.5,1466.3
2021-06-30,Nakuru,Maize,4694.5,50.8,24.5,93.6,4123.3,1632.3
2021-06-30,Nakuru,Wheat,4105.3,50.1,19.5,64.9,4225.4,1497.2
2021-06-30,Nakuru,Rice,4642.1,40.3,27.0,90.4,4537.1,1599.0
2021-06-30,Nakuru,Beans,6136.2,25.7,23.9,38.6,1196.5,546.3
2021-06-30,Nakuru,Potatoes,5321.9,43.9,18.1,72.5,2039.6,645.5
2021-06-30,Uasin Gishu,Maize,4868.8,33.4,28.4,61.2,1066.4,1550.0
2021-06-30,Uasin Gishu,Wheat,2088.3,28.3,20.8,58.2,2651.0,1401.2
2021-06-30,Uasin Gishu,Rice,2049.2,19.3,20.5,89.7,2184.7,1185.6
2021-06-30,Uasin Gishu,Beans,6022.5,91.2,23.4,71.2,3109.3,1211.0
2021-06-30,Uasin Gishu,Potatoes,4554.9,59.2,21.9,57.8,1209.8,1482.7
2021-06-30,Trans Nzoia,Maize,3427.6,43.0,23.4,50.0,2527.2,1435.6
2021-06-30,Trans Nzoia,Wheat,2060.7,50.4,24.4,36.6,3805.4,912.9
2021-06-30,Trans Nzoia,Rice,4268.1,54.1,27.5,58.5,4764.4,1803.6
2021-06-30,Trans Nzoia,Beans,5129.9,23.8,23.1,76.8,2100.4,1688.1
2021-06-30,Trans Nzoia,Potatoes,4589.3,56.9,19.3,56.4,3974.1,883.3
2021-06-30,Meru,Maize,4433.0,28.4,25.8,42.4,3846.0,530.8
2021-06-30,Meru,Wheat,6310.9,39.3,22.4,69.2,2001.3,1998.1
2021-06-30,Meru,Rice,5213.5,16.7,22.9,74.7,3385.1,1368.2
2021-06-30,Meru,Beans,2902.4,35.5,19.3,51.1,2302.5,579.3
2021-06-30,Meru,Potatoes,3730.3,78.9,20.2,92.5,3636.7,1089.1
2021-06-30,Kiambu,Maize,3824.5,47.2,23.0,41.6,3120.1,1066.5
2021-06-30,Kiambu,Wheat,2730.6,42.8,23.7,68.3,2397.1,1094.3
2021-06-30,Kiambu,Rice,5681.0,18.0,24.2,52.9,2158.7,1700.9
2021-06-30,Kiambu,Beans,3030.6,33.6,21.4,85.1,4036.3,1031.3
2021-06-30,Kiambu,Potatoes,2045.5,42.5,23.0,39.6,4480.6,1899.7
2021-06-30,Machakos,Maize,2781.0,27.1,21.9,66.9,2318.2,959.8
2021-06-30,Machakos,Wheat,1980.8,43.5,23.6,86.8,4836.1,1616.4
2021-06-30,Machakos,Rice,5564.5,37.4,25.0,69.7,4789.5,1445.4
2021-06-30,Machakos,Beans,1760.8,31.9,23.2,54.8,3139.2,1353.8
2021-06-30,Machakos,Potatoes,5702.7,42.5,30.6,84.5,1816.6,1591.3
2021-07-31,Nakuru,Maize,4679.0,29.0,20.8,83.3,4551.2,1987.5
2021-07-31,Nakuru,Wheat,4668.2,19.6,18.5,42.3,2885.8,1738.1
2021-07-31,Nakuru,Rice,5160.8,32.2,19.8,77.2,2606.1,1701.4
2021-07-31,Nakuru,Beans,6572.9,39.2,23.9,61.2,3286.0,530.2
2021-07-31,Nakuru,Potatoes,3636.0,12.6,22.8,69.7,2904.9,1195.9
2021-07-31,Uasin Gishu,Maize,5456.3,47.8,23.5,52.9,3467.0,1075.6
2021-07-31,Uasin Gishu,Wheat,5793.9,44.0,20.8,59.8,2306.5,1906.6
2021-07-31,Uasin Gishu,Rice,4252.6,47.1,26.6,55.2,2708.1,1846.5
2021-07-31,Uasin Gishu,Beans,2836.2,43.6,22.4,51.6,3736.7,759.6
2021-07-31,Uasin Gishu,Potatoes,5710.8,75.6,20.3,68.0,1250.5,1420.0
2021-07-31,Trans Nzoia,Maize,2704.6,58.1,22.7,36.9,3109.2,1023.8
2021-07-31,Trans Nzoia,Wheat,4949.6,37.7,21.9,77.1,3585.0,1405.3
2021-07-31,Trans Nzoia,Rice,6431.5,52.9,19.3,52.9,3709.3,1609.3
2021-07-31,Trans Nzoia,Beans,4849.9,56.1,26.7,51.7,1273.3,607.4
2021-07-31,Trans Nzoia,Potatoes,1821.4,28.7,24.0,76.0,4644.5,1595.9
2021-07-31,Meru,Maize,5288.0,37.7,21.5,96.8,1689.5,1004.9
2021-07-31,Meru,Wheat,5197.7,34.6,22.3,70.0,4149.2,1564.0
2021-07-31,Meru,Rice,4995.9,36.3,22.6,75.4,2143.1,804.7
2021-07-31,Meru,Beans,4876.2,22.8,23.3,87.8,2902.6,1933.7
2021-07-31,Meru,Potatoes,4570.7,63.1,21.6,90.4,2093.3,1303.2
2021-07-31,Kiambu,Maize,3137.6,69.4,26.9,39.0,2792.6,577.1
2021-07-31,Kiambu,Wheat,3646.1,30.2,20.0,82.2,4854.2,893.6
2021-07-31,Kiambu,Rice,3976.5,12.2,20.8,88.8,1542.4,1591.3
2021-07-31,Kiambu,Beans,2634.6,55.9,20.9,74.3,2596.1,1598.0
2021-07-31,Kiambu,Potatoes,4645.2,36.2,26.7,80.0,2884.4,1925.2
2021-07-31,Machakos,Maize,3060.7,65.2,27.4,77.1,3086.7,1399.0
2021-07-31,Machakos,Wheat,3210.4,0.4,25.2,72.3,4702.4,1480.9
2021-07-31,Machakos,Rice,5179.9,16.3,26.9,53.1,2938.7,917.0
2021-07-31,Machakos,Beans,6272.1,20.1,25.6,38.2,2254.6,847.5
2021-07-31,Machakos,Potatoes,4404.7,31.6,17.0,55.1,4446.1,1178.7
